"omimId"
"OMIM:215140"
"OMIM:268320"
"OMIM:233810"
"OMIM:102500"
"OMIM:168100"
"OMIM:210050"
"OMIM:115000"
"OMIM:114480"
"OMIM:188050"
"OMIM:607459"
"OMIM:152700"
"OMIM:223350"
"OMIM:263300"
"OMIM:277440"
"OMIM:144700"
"OMIM:133239"
"OMIM:256700"
"OMIM:604278"
"OMIM:254800"
"OMIM:212050"
"OMIM:600631"
"OMIM:134430"
"OMIM:106400"
"OMIM:211980"
"OMIM:605839"
"OMIM:187950"
"OMIM:208085"
"OMIM:230450"
"OMIM:604316"
"OMIM:608207"
"OMIM:187500"
"OMIM:108725"
"OMIM:209850"
"OMIM:176410"
"OMIM:156240"
"OMIM:607107"
"OMIM:608437"
"OMIM:256300"
"OMIM:162820"
"OMIM:270200"
"OMIM:606581"
"OMIM:602668"
"OMIM:257220"
"OMIM:145900"
"OMIM:608173"
"OMIM:206500"
"OMIM:248250"
"OMIM:607541"
"OMIM:277700"
"OMIM:176270"
