"omimId"
"OMIM:103780"
"OMIM:125853"
"OMIM:125850"
"OMIM:125851"
"OMIM:600496"
"OMIM:608622"
"OMIM:161900"
"OMIM:145590"
"OMIM:147530"
"OMIM:157300"
"OMIM:608088"
"OMIM:140600"
"OMIM:147480"
"OMIM:217200"
"OMIM:600351"
"OMIM:215140"
"OMIM:239350"
"OMIM:243200"
"OMIM:181500"
"OMIM:268320"
"OMIM:604416"
"OMIM:194200"
"OMIM:233810"
"OMIM:102500"
"OMIM:167320"
"OMIM:150600"
"OMIM:166710"
"OMIM:602080"
"OMIM:200170"
"OMIM:600082"
"OMIM:145500"
"OMIM:148000"
"OMIM:602068"
"OMIM:310468"
"OMIM:260570"
"OMIM:252320"
"OMIM:167870"
"OMIM:126200"
"OMIM:168100"
"OMIM:119500"
"OMIM:254200"
"OMIM:276300"
"OMIM:208300"
"OMIM:208550"
"OMIM:600807"
"OMIM:210050"
"OMIM:115000"
"OMIM:144110"
"OMIM:125310"
"OMIM:608320"
"OMIM:179600"
"OMIM:143465"
"OMIM:212110"
"OMIM:114480"
"OMIM:174800"
"OMIM:607554"
"OMIM:168600"
"OMIM:188050"
"OMIM:164230"
"OMIM:107320"
"OMIM:208230"
"OMIM:165720"
"OMIM:607850"
"OMIM:607459"
"OMIM:601367"
"OMIM:152700"
"OMIM:147540"
"OMIM:109100"
"OMIM:110100"
"OMIM:157700"
"OMIM:144010"
"OMIM:226150"
"OMIM:190310"
"OMIM:134750"
"OMIM:247200"
"OMIM:258360"
"OMIM:601004"
"OMIM:208920"
"OMIM:266600"
"OMIM:160300"
"OMIM:181000"
"OMIM:188030"
"OMIM:601042"
"OMIM:128101"
"OMIM:143100"
"OMIM:607225"
"OMIM:189600"
"OMIM:190400"
"OMIM:146255"
"OMIM:256370"
"OMIM:166760"
"OMIM:303110"
"OMIM:601665"
"OMIM:264120"
"OMIM:125320"
"OMIM:603165"
"OMIM:125600"
"OMIM:133600"
"OMIM:151590"
"OMIM:137750"
"OMIM:109350"
"OMIM:157950"
"OMIM:191800"
"OMIM:254400"
"OMIM:176807"
"OMIM:601682"
"OMIM:137760"
"OMIM:236000"
"OMIM:109543"
"OMIM:247640"
"OMIM:155601"
"OMIM:155600"
"OMIM:267730"
"OMIM:273300"
"OMIM:254500"
"OMIM:178600"
"OMIM:212350"
"OMIM:115645"
"OMIM:191390"
"OMIM:203700"
"OMIM:166300"
"OMIM:104130"
"OMIM:156190"
"OMIM:165150"
"OMIM:259050"
"OMIM:300232"
"OMIM:223350"
"OMIM:246470"
"OMIM:254450"
"OMIM:263300"
"OMIM:600634"
"OMIM:136200"
"OMIM:277440"
"OMIM:277460"
"OMIM:114500"
"OMIM:137215"
"OMIM:144700"
"OMIM:602522"
"OMIM:165199"
"OMIM:102300"
"OMIM:109800"
"OMIM:133239"
"OMIM:259500"
"OMIM:137800"
"OMIM:600803"
"OMIM:175100"
"OMIM:135550"
"OMIM:175505"
"OMIM:114580"
"OMIM:304790"
